Image,Predicted_Age1,Predicted_Age2,Predicted_Age3,Predicted_Age4,Predicted_Age5,Predicted_Age6,Predicted_Age7,Predicted_Age8,Average_Age,Target_Age,Sigma,Total_Sigma,Diff,Squared_Diff,Total,Exponent,Error
7103.jpg,35,38,36,40,39,38,39,40,38,39,6,64,-0.7730765343,0.5976473278,-0.009371297,0.9906724768,0.0093275232
7104.jpg,62,56,62,59,63,57,58,60,60,63,7,85,-3.4117350578,11.6399361049,-0.1363790398,0.8725118531,0.1274881469
7105.jpg,23,23,28,24,27,28,28,25,26,28,4,26,-2.4419300556,5.9630223965,-0.2320667406,0.7928932034,0.2071067966
7106.jpg,23,17,34,21,18,28,17,26,23,29,5,49,-5.7905189991,33.5301102789,-0.6836733569,0.5047594212,0.4952405788
7107.jpg,28,25,26,25,25,23,28,28,26,33,6,77,-6.952712059,48.3402049758,-0.6292096125,0.5330129213,0.4669870787
7108.jpg,29,35,29,32,31,29,32,31,31,30,3,24,0.8833634853,0.7803310472,-0.0328122173,0.9677202637,0.0322797363
7109.jpg,4,5,5,2,2,4,5,2,4,3,1,1,0.7059224248,0.4983264698,-0.3779324695,0.6852767762,0.3147232238
7110.jpg,76,75,73,68,75,69,72,73,73,81,7,102,-8.4714202881,71.7649616972,-0.7048410653,0.4941871115,0.5058128885
7111.jpg,34,32,32,34,34,33,37,38,34,34,5,44,0.3540043831,0.1253191033,-0.0028417209,0.997162313,0.002837687
7112.jpg,21,30,31,24,23,20,33,27,26,25,6,80,1.1147694588,1.2427109462,-0.0155231706,0.9845966928,0.0154033072
7113.jpg,16,15,17,18,17,19,20,19,18,11,2,9,6.5784744024,43.2763254635,-4.7049400687,0.0090504566,0.9909495434
7114.jpg,31,26,28,34,30,29,29,28,29,30,5,53,-0.6643452644,0.4413546304,-0.0083258966,0.9917086677,0.0082913323
7115.jpg,31,30,33,35,26,30,24,29,30,40,5,52,-10.3443245888,107.0050511977,-2.0652050915,0.1267922839,0.8732077161
7116.jpg,44,34,23,44,36,48,39,38,38,6,2,7,32.1175382137,1031.5362609113,-155.4047794431,3.22523843373679E-068,1
7117.jpg,4,4,3,4,3,4,4,3,4,4,1,2,-0.1254857481,0.015746673,-0.0076974258,0.9923321235,0.0076678765
7118.jpg,23,28,28,23,25,22,17,20,23,28,4,37,-4.636067152,21.493118638,-0.5861969848,0.5564394135,0.4435605865
7119.jpg,52,57,55,50,55,51,55,53,53,60,7,91,-6.5079841614,42.3538578446,-0.4643051841,0.6285716951,0.3714283049
7120.jpg,23,26,24,22,29,22,18,25,24,30,5,41,-6.4199922085,41.2162999568,-1.0166086559,0.3618199177,0.6381800823
7121.jpg,11,6,8,11,8,11,6,9,9,4,1,1,4.796082139,23.0024038841,-15.4346985243,1.9805946475548E-007,0.9999998019
7122.jpg,30,28,28,28,28,30,28,29,29,31,4,29,-2.1709835529,4.7131695872,-0.1619247141,0.8505052332,0.1494947668
7123.jpg,32,30,29,29,30,34,26,28,30,30,5,57,-0.2393317222,0.0572796733,-0.0010001907,0.9990003093,0.0009996907
7124.jpg,16,18,11,20,14,12,20,19,16,6,2,5,10.3131103516,106.3602451234,-20.6593608879,1.06599107049911E-009,0.9999999989
7125.jpg,7,18,20,14,5,5,6,4,10,2,0,0,7.7776593566,60.4919850673,#DIV/0!,#DIV/0!,0.000001
7126.jpg,29,29,31,30,29,29,29,29,29,29,4,31,0.4567158222,0.2085893422,-0.0067136905,0.993308796,0.006691204
7127.jpg,22,29,23,21,24,37,27,30,27,27,5,44,-0.3792972565,0.1438664088,-0.0032732974,0.996732054,0.003267946
7128.jpg,4,4,4,4,5,4,5,4,4,4,1,3,0.48826015,0.238397974,-0.083512494,0.9198795936,0.0801204064
7129.jpg,5,1,2,2,3,2,3,7,3,1,1,1,2.1084263772,4.445461788,-5.1223843758,0.0059617908,0.9940382092
7130.jpg,14,16,15,15,10,16,15,15,14,13,2,7,1.4466171265,2.0927011106,-0.3035825199,0.738168973,0.261831027
7131.jpg,23,24,25,27,23,20,17,18,22,23,4,28,-0.7785978317,0.6062145836,-0.0219715071,0.9782681084,0.0217318916
7133.jpg,26,22,19,22,20,25,24,21,22,25,4,37,-2.797757864,7.8274490655,-0.2120689353,0.8089089332,0.1910910668
7134.jpg,47,49,47,46,46,50,50,46,48,48,5,57,-0.4877700806,0.2379196515,-0.0041986795,0.9958101226,0.0041898774
7135.jpg,26,27,29,28,32,24,27,28,28,12,1,3,15.710637331,246.8241253465,-70.6447555018,2.08627959361287E-031,1
7136.jpg,11,13,18,17,15,7,12,9,13,7,2,7,5.7626283765,33.2078858054,-4.9851159038,0.0068389853,0.9931610147
7137.jpg,5,1,1,1,1,1,1,1,2,1,0,0,0.8050741553,0.6481443956,-2.4372929913,0.0873971163,0.9126028837
7138.jpg,27,22,26,25,14,23,24,28,24,3,0,0,20.5699421167,423.1225186862,-2839.4839597,0,1
7139.jpg,63,67,64,62,65,61,61,65,63,66,6,62,-2.634188652,6.9389498546,-0.112334118,0.8937455911,0.1062544089
7140.jpg,28,28,28,30,31,30,28,28,29,28,5,44,0.8172781468,0.6679435692,-0.0150804858,0.9850326553,0.0149673447
7141.jpg,50,57,62,67,73,53,69,65,62,68,8,114,-5.9916291237,35.899619556,-0.3151229749,0.7296991341,0.2703008659
7142.jpg,5,3,5,3,5,5,3,6,5,7,2,7,-2.4413305223,5.9600947192,-0.8947201019,0.4087219831,0.5912780169
7143.jpg,29,28,31,32,31,28,24,32,29,25,4,38,4.3387849331,18.8250546955,-0.4953390458,0.6093642699,0.3906357301
7144.jpg,31,28,31,34,29,29,32,29,31,27,3,24,3.5219190121,12.4039135276,-0.5124528249,0.5990244733,0.4009755267
7145.jpg,26,23,26,25,27,27,25,25,25,21,5,51,4.3959515095,19.3243896736,-0.3814420252,0.6828759745,0.3171240255
7146.jpg,18,24,12,20,24,19,14,24,19,38,8,125,-18.6485286951,347.7676224919,-2.7741165082,0.0624045863,0.9375954137
7147.jpg,26,15,29,28,22,28,28,13,24,21,4,32,2.6141678095,6.8338733362,-0.2132430933,0.8079597037,0.1920402963
7148.jpg,22,20,19,24,20,23,19,22,21,20,4,36,1.2406380176,1.5391826908,-0.0428986644,0.9580084655,0.0419915345
7149.jpg,23,26,25,23,24,28,23,24,25,20,4,27,4.6662716866,21.7740914529,-0.7990858831,0.4497398911,0.5502601089
7150.jpg,32,50,48,39,45,49,50,44,45,52,7,101,-7.3823769093,54.4994888304,-0.5419249809,0.5816275522,0.4183724478
7151.jpg,37,45,43,37,45,44,40,45,42,36,6,78,5.8567247391,34.3012246692,-0.4404397057,0.6437532969,0.3562467031
7152.jpg,65,67,71,70,71,73,71,70,70,70,6,84,-0.1325387955,0.0175665323,-0.0002097757,0.9997902463,0.0002097537
7153.jpg,24,27,25,23,24,25,23,25,24,31,6,80,-6.5274398327,42.6074707695,-0.5296162519,0.5888308891,0.4111691109
7154.jpg,40,41,41,39,39,41,41,41,40,45,5,51,-4.9683609009,24.6846100413,-0.4818267174,0.6176540812,0.3823459188
7155.jpg,31,32,29,37,33,35,34,34,33,27,5,56,6.0919318199,37.1116332986,-0.6685112458,0.5124709534,0.4875290466
7156.jpg,27,30,28,24,23,24,28,26,26,30,5,54,-3.7543959618,14.0954890377,-0.259821366,0.7711893341,0.2288106659
7157.jpg,4,3,2,4,2,2,3,2,3,1,0,0,1.8158397376,3.2972739528,#DIV/0!,#DIV/0!,0.000001
7158.jpg,31,24,30,29,21,17,32,15,25,30,6,68,-5.1891274452,26.9270436428,-0.3961715304,0.6728912647,0.3271087353
7159.jpg,3,1,2,2,2,2,1,2,2,1,1,1,0.8012514263,0.6420038482,-1.2648806397,0.2822729863,0.7177270137
7160.jpg,23,17,19,14,19,21,19,23,20,22,4,36,-2.4596871138,6.0500606976,-0.1694918448,0.8440936382,0.1559063618
7161.jpg,31,37,31,34,32,37,34,35,34,49,8,129,-14.9961416722,224.8842650514,-1.7500372832,0.1737674647,0.8262325353
7162.jpg,35,38,50,34,40,40,37,38,39,37,6,71,1.9256010056,3.7079392326,-0.0521724306,0.9491651876,0.0508348124
7163.jpg,2,2,1,1,1,2,2,2,2,1,1,1,0.7181251049,0.5157036663,-0.9982253256,0.3685328871,0.6314671129
7164.jpg,7,7,6,7,8,8,8,7,7,9,2,6,-1.8791325688,3.5311392113,-0.6330709249,0.5309587604,0.4690412396
7165.jpg,40,41,16,35,47,49,14,13,32,63,5,50,-31.0324703455,963.0142157449,-19.3003229698,4.14931336850823E-009,0.9999999959
7166.jpg,37,41,40,36,39,41,37,37,38,33,7,86,5.3948578835,29.1044915827,-0.3375006229,0.7135515303,0.2864484697
7167.jpg,51,51,54,52,48,53,51,46,51,49,10,184,1.573410511,2.4756206362,-0.013455169,0.9866349472,0.0133650528
7168.jpg,30,32,36,33,34,31,33,36,33,34,6,78,-0.7523493767,0.5660295846,-0.0072532436,0.9927729977,0.0072270023
7169.jpg,61,68,63,67,62,62,63,60,63,62,6,64,1.1458077431,1.3128753841,-0.0204912258,0.9797172926,0.0202827074
7171.jpg,25,26,23,26,24,24,24,25,25,24,3,18,0.7873985767,0.6199965187,-0.0352048496,0.9654076326,0.0345923674
7172.jpg,5,7,6,6,6,7,5,6,6,6,1,4,0.1388083696,0.0192677635,-0.0046050076,0.9954055792,0.0045944208
7173.jpg,29,30,33,32,30,33,30,24,30,35,5,56,-4.8009474278,23.0490962041,-0.4081409533,0.6648851545,0.3351148455
7174.jpg,28,28,29,28,34,29,30,31,30,35,7,86,-5.195892334,26.9972971462,-0.3121524653,0.731869935,0.268130065
7175.jpg,31,29,34,29,29,31,36,37,32,67,6,69,-35.0393230915,1227.7541627121,-17.7951305672,1.86927410566305E-008,0.9999999813
7176.jpg,6,4,5,4,6,6,8,3,5,8,2,11,-2.9437586367,8.6657149112,-0.8062486162,0.4465300337,0.5534699663
7177.jpg,32,38,37,38,33,31,35,31,34,28,4,33,6.3794856071,40.6978366116,-1.2372363582,0.2901850784,0.7098149216
7178.jpg,38,31,30,29,29,35,36,36,33,34,6,62,-0.9223644733,0.8507562217,-0.013663718,0.9864292068,0.0135707932
7179.jpg,10,6,4,11,12,6,3,5,7,1,0,0,6.0494065285,36.5953193469,-78.6363707207,7.05761752881386E-035,1
7180.jpg,37,39,42,41,38,42,39,45,40,40,5,46,0.4342412949,0.1885655022,-0.0041354603,0.9958730789,0.0041269211
7181.jpg,27,28,25,26,23,24,21,28,25,28,4,25,-2.8040590286,7.8627470359,-0.3146661802,0.7300325329,0.2699674671
7182.jpg,24,25,23,26,26,23,23,25,24,25,4,26,-0.6053836346,0.366489345,-0.0139849457,0.9861123893,0.0138876107
7183.jpg,3,5,4,1,4,3,3,4,3,3,1,2,0.4693531692,0.2202923974,-0.1053662693,0.8999948218,0.1000051782
7184.jpg,30,50,45,46,45,46,53,46,45,53,11,261,-7.9067411423,62.5165554908,-0.2394866133,0.7870318091,0.2129681909
7185.jpg,38,54,52,57,49,56,61,59,53,66,5,50,-12.6821985245,160.8381594142,-3.2043121471,0.0405868098,0.9594131902
7186.jpg,5,3,2,1,2,2,2,2,2,2,1,1,0.3745124191,0.140259552,-0.1684981641,0.8449328147,0.1550671853
7187.jpg,28,30,26,30,26,30,27,26,28,23,3,18,4.6696681976,21.805801076,-1.195796922,0.3024628188,0.6975371812
7188.jpg,31,27,32,27,27,28,24,28,28,23,5,42,5.0898640156,25.9067156972,-0.6108786212,0.5428736791,0.4571263209
7189.jpg,40,43,37,41,39,39,41,42,40,38,6,66,2.2351751328,4.9960078742,-0.0762410738,0.9265928023,0.0734071977
7190.jpg,22,32,30,31,38,27,33,33,31,22,3,16,8.8871192932,78.9808893317,-5.0263730371,0.0065625697,0.9934374303
7191.jpg,16,8,8,10,8,7,9,13,10,10,2,7,-0.0711038113,0.005055752,-0.0006851075,0.9993151271,0.0006848729
7192.jpg,25,27,27,23,22,26,23,26,25,25,3,14,-0.1746740341,0.0305110182,-0.0022336676,0.9977688252,0.0022311748
7193.jpg,26,28,25,25,24,24,28,24,26,21,3,14,4.5074577331,20.3171752161,-1.4307722667,0.2391241833,0.7608758167
7194.jpg,16,17,21,21,16,19,16,19,18,18,3,21,-0.0025631189,6.56957873232776E-006,-3.08710122672489E-007,0.9999996913,3.08710075058727E-007
7195.jpg,28,29,29,26,26,29,27,28,28,29,4,40,-1.2715051174,1.6167252636,-0.0405514368,0.9602597706,0.0397402294
7196.jpg,16,20,9,14,23,19,18,20,17,21,2,11,-3.5174415112,12.3723947844,-1.1256135376,0.324453342,0.675546658
7197.jpg,23,23,21,21,16,18,16,24,20,24,4,31,-3.7212600708,13.8477765146,-0.4518018602,0.6364802693,0.3635197307
7198.jpg,58,64,65,66,71,68,68,71,67,80,8,117,-13.4650430679,181.3073848214,-1.5549220324,0.2112058492,0.7887941508
7199.jpg,25,23,21,22,26,23,20,26,23,17,2,12,6.1624233723,37.9754618189,-3.0419568908,0.0477413734,0.9522586266
7200.jpg,5,6,2,2,2,3,4,9,4,1,0,0,3.0100607276,9.0604655838,-39.6464009842,6.05043814248036E-018,1
7201.jpg,8,6,4,7,6,5,5,6,6,4,1,2,2.0252532959,4.1016509126,-2.0553294645,0.1280506405,0.8719493595
7202.jpg,32,31,38,36,30,36,31,34,34,36,6,80,-2.393671751,5.7296644517,-0.0716294865,0.930875734,0.069124266
7203.jpg,32,32,32,34,35,32,33,33,33,41,5,41,-8.0934307575,65.5036214268,-1.5820065227,0.2055622189,0.7944377811
7204.jpg,54,58,43,54,49,36,52,34,47,80,9,178,-32.5598368645,1060.1429766417,-5.9660822006,0.0025642681,0.9974357319
7205.jpg,48,47,50,42,46,43,50,48,47,44,7,100,2.8106789589,7.89991621,-0.0790384215,0.9240044221,0.0759955779
7207.jpg,13,15,8,19,17,10,21,18,15,11,2,5,4.1489841342,17.2140693459,-3.4566832777,0.0315341789,0.9684658211
7208.jpg,23,23,24,23,22,23,23,24,23,20,3,24,3.1934120655,10.1978806201,-0.4196238616,0.6572940068,0.3427059932
7209.jpg,33,39,34,37,47,45,44,38,40,30,6,68,9.5523490906,91.2473731484,-1.3512798864,0.2589086748,0.7410913252
7210.jpg,63,69,63,69,60,66,70,65,66,69,8,142,-3.4441137314,11.8619193948,-0.0833517177,0.9200275004,0.0799724996
7211.jpg,3,2,2,1,2,2,2,1,2,1,1,1,0.7462700307,0.5569189588,-1.0231437361,0.3594631049,0.6405368951
7212.jpg,31,30,31,34,31,38,43,31,34,22,4,37,11.654184103,135.8200071069,-3.7163733159,0.0243220164,0.9756779836
7213.jpg,31,28,30,28,28,29,29,29,29,26,5,48,3.0885062218,9.538870682,-0.1997002465,0.8189762073,0.1810237927
7214.jpg,26,26,26,26,26,26,24,25,26,24,3,14,1.5854597092,2.5136824894,-0.1851318769,0.8309946876,0.1690053124
7215.jpg,79,78,80,77,81,77,80,78,79,85,7,98,-6.2236938477,38.7343651096,-0.3971724283,0.6722181062,0.3277818938
7216.jpg,35,37,38,49,46,48,30,34,40,56,5,47,-16.2510871887,264.0978348157,-5.6761796004,0.0034266245,0.9965733755
7217.jpg,11,12,11,7,7,7,7,8,9,6,2,5,2.8195210695,7.9496990615,-1.6357032548,0.1948153183,0.8051846817
7218.jpg,20,21,22,21,13,21,14,19,19,14,4,27,4.8835178614,23.8487467024,-0.8766760917,0.4161639059,0.5838360941
7219.jpg,32,32,31,30,36,30,34,35,32,32,9,161,0.4369347096,0.1909119404,-0.0011890174,0.9988116893,0.0011883107
7220.jpg,22,17,19,19,22,19,18,23,20,24,5,58,-4.0324008465,16.2602565866,-0.2821210981,0.754182349,0.245817651
7221.jpg,23,22,24,27,22,21,30,23,24,33,4,38,-8.9216399193,79.5956588497,-2.1045746474,0.1218975127,0.8781024873
7222.jpg,41,46,45,44,42,49,42,47,45,53,7,91,-8.4659953117,71.6730766183,-0.7900993618,0.4537997027,0.5462002973
7223.jpg,13,8,9,10,10,15,14,14,12,23,4,37,-11.3139015436,128.004368139,-3.4572480094,0.0315163756,0.9684836244
7224.jpg,36,37,52,34,53,28,38,49,41,30,4,37,10.8912241459,118.618763396,-3.1969370694,0.0408872472,0.9591127528
7225.jpg,26,24,27,26,30,27,26,25,27,24,3,15,2.5709192753,6.6096259201,-0.4402365135,0.6438841158,0.3561158842
7226.jpg,39,42,38,42,44,43,42,45,42,42,7,101,-0.1469106674,0.0215827442,-0.0002127392,0.9997872835,0.0002127165
7227.jpg,26,30,29,28,32,33,32,23,29,22,4,29,7.0054137707,49.0758220984,-1.7040527212,0.1819446569,0.8180553431
7228.jpg,15,11,8,7,14,7,10,8,10,10,2,7,0.2073068023,0.0429761103,-0.0061358022,0.9938829834,0.0061170166
7229.jpg,35,41,31,33,34,40,42,34,36,39,5,52,-2.7532596588,7.5804387489,-0.1467116145,0.8635429748,0.1364570252
7230.jpg,22,25,26,22,21,22,23,25,23,26,3,23,-2.7967529297,7.8218269497,-0.3425617642,0.7099492686,0.2900507314
7231.jpg,22,26,44,58,31,16,27,14,30,5,2,5,24.9763439894,623.8177590754,-136.7974064605,3.88723893054836E-060,1
7232.jpg,32,34,29,22,41,31,26,28,30,38,4,33,-7.7466380596,60.0104012268,-1.831170653,0.160225889,0.839774111
7233.jpg,31,34,34,35,33,30,34,35,33,33,5,44,0.2135970592,0.0456237037,-0.0010282369,0.9989722915,0.0010277085
7234.jpg,11,43,47,11,50,50,49,28,36,55,9,174,-19.0535626412,363.0382493203,-2.0846843391,0.1243463653,0.8756536347
7235.jpg,44,44,40,42,45,43,42,47,43,43,6,74,0.4189834595,0.1755471393,-0.0023727739,0.9976300389,0.0023699611
7236.jpg,22,12,9,10,12,11,23,19,15,5,0,0,9.9739823341,99.4803236018,-205.1032576655,8.4098253255839E-090,1
7237.jpg,32,29,31,33,29,34,34,29,31,27,3,22,4.3325154781,18.7706903683,-0.8447427715,0.4296678668,0.5703321332
7238.jpg,29,34,35,32,27,24,45,26,31,40,7,98,-8.5400319099,72.9321450226,-0.7432858862,0.4755487464,0.5244512536
7239.jpg,34,36,35,38,35,38,40,36,36,38,6,84,-1.5116586685,2.2851119301,-0.0272576463,0.9731104909,0.0268895091
7240.jpg,29,32,34,29,31,31,32,30,31,32,7,105,-0.9739797115,0.9486364785,-0.0090262986,0.9910143161,0.0089856839
7241.jpg,45,50,59,57,59,59,58,65,56,78,7,85,-21.5490417481,464.3612002595,-5.4787514055,0.0041745388,0.9958254612
7242.jpg,21,22,30,47,37,36,12,14,27,23,4,36,4.3359274864,18.8002671674,-0.5291875515,0.5890833752,0.4109166248
7243.jpg,4,2,2,1,1,2,3,2,2,1,0,0,1.234267056,1.5234151655,-3.4759256009,0.0309331888,0.9690668112
7244.jpg,22,17,21,22,19,21,21,21,21,16,2,6,4.587941885,21.04921074,-3.3522208992,0.0350065217,0.9649934783
7245.jpg,37,38,29,35,36,34,33,35,35,38,5,50,-3.2398295403,10.4964954499,-0.2085205786,0.8117843291,0.1882156709
7246.jpg,41,37,41,42,39,41,41,48,41,53,6,82,-11.787800312,138.9522361964,-1.6879535329,0.1848975238,0.8151024762
7247.jpg,28,31,30,29,30,33,28,29,30,36,5,51,-5.9489281178,35.3897457503,-0.6916962642,0.5007259847,0.4992740153
7248.jpg,27,27,30,29,24,26,26,23,26,22,4,29,4.4672782421,19.9565748925,-0.6983066921,0.4974268879,0.5025731121
7249.jpg,51,46,46,48,45,48,46,47,47,48,6,70,-0.939684391,0.8830067547,-0.0126153807,0.9874638597,0.0125361403
7250.jpg,34,33,38,32,35,34,35,30,34,27,3,24,6.9177622795,47.8554349556,-1.9680806583,0.1397247786,0.8602752214
7251.jpg,48,54,51,50,53,54,49,50,51,56,6,71,-4.8457427025,23.4812223386,-0.3319849338,0.7174981328,0.2825018672
7252.jpg,5,3,4,5,6,4,4,4,4,1,1,1,3.4559823275,11.9438138478,-13.4741150091,1.4069096322934E-006,0.9999985931
7253.jpg,4,2,2,2,2,1,1,2,2,1,0,0,1.0389074683,1.0793287278,-2.3987029712,0.0908356934,0.9091643066
7254.jpg,76,75,77,74,78,74,79,75,76,81,8,136,-4.9145822525,24.1531187166,-0.1777539546,0.8371483747,0.1628516253
7255.jpg,35,39,41,36,36,38,44,40,38,41,5,55,-2.5957055092,6.7376870903,-0.1214911569,0.8855988848,0.1144011152
7256.jpg,26,26,26,23,23,21,24,21,24,15,2,10,8.7560021877,76.6675743112,-7.942888311,0.0003551791,0.9996448209
7257.jpg,11,18,10,8,10,12,9,10,11,7,2,5,3.7820929885,14.3042273736,-2.7258473368,0.0654906865,0.9345093135
7258.jpg,7,3,6,5,5,5,5,4,5,4,1,3,0.8744250536,0.7646191743,-0.293683274,0.7455125773,0.2544874227
7259.jpg,50,45,44,49,49,45,46,44,46,49,6,77,-2.5448756218,6.4763919305,-0.0838104921,0.9196055121,0.0803944879
7260.jpg,5,5,4,11,3,4,5,2,5,3,1,1,1.8373955786,3.3760225123,-3.3202405283,0.036144137,0.963855863
7261.jpg,31,34,28,31,31,32,33,30,31,36,6,75,-4.8460590839,23.4842886451,-0.3137812557,0.7306788425,0.2693211575
7262.jpg,30,36,39,44,9,32,29,34,32,44,6,83,-12.4536926746,155.0944612344,-1.8585821085,0.1558935138,0.8441064862
7263.jpg,23,21,23,21,22,24,23,24,23,18,2,10,4.7684745789,22.7383498094,-2.2414171148,0.1063077473,0.8936922527
7264.jpg,28,27,29,28,26,27,28,28,28,20,3,21,7.7544848919,60.1320359386,-2.8432903096,0.0582337434,0.9417662566
7265.jpg,34,33,42,47,40,44,41,47,41,56,6,74,-14.8963537216,221.9013541998,-2.9830337703,0.0506389736,0.9493610264
7266.jpg,33,34,34,34,31,36,33,31,33,40,6,69,-6.6706521511,44.497600121,-0.6439179588,0.5252305559,0.4747694441
7267.jpg,29,29,31,30,30,29,29,33,30,27,3,22,3.0511653424,9.3096099464,-0.4296285319,0.650750783,0.349249217
7268.jpg,23,27,24,23,25,24,22,21,24,20,4,35,3.605717659,13.0011998364,-0.3682279257,0.6919594484,0.3080405516
7269.jpg,13,2,6,6,14,10,5,5,8,7,1,2,0.524835974,0.2754527996,-0.1331549727,0.8753294295,0.1246705705
7270.jpg,22,22,21,25,20,22,23,24,22,25,5,44,-2.5558989048,6.5326192116,-0.1485396433,0.8619658353,0.1380341647
7271.jpg,32,29,27,28,32,26,29,28,29,32,5,47,-3.0183749199,9.110587157,-0.1927073909,0.8247232604,0.1752767396
7272.jpg,4,2,1,3,3,2,5,2,3,2,1,1,0.9494764209,0.9015054738,-0.9571866946,0.3839715973,0.6160284027
7273.jpg,32,35,32,34,32,32,31,34,33,31,4,28,1.7466886043,3.0509210806,-0.1095848475,0.8962061203,0.1037938797
7274.jpg,11,7,22,22,30,27,9,7,17,10,2,8,7.0190308094,49.2667935033,-5.8233441797,0.0029576975,0.9970423025
7275.jpg,26,28,26,28,27,24,25,26,26,29,5,43,-2.7370884418,7.4916531384,-0.1725565843,0.8415106712,0.1584893288
7276.jpg,41,51,57,47,54,51,50,52,50,61,6,72,-10.6793823242,114.049206827,-1.5880185779,0.204330075,0.795669925
7277.jpg,33,65,57,41,42,41,35,58,47,41,5,56,5.5967464447,31.3235707662,-0.5601114023,0.5711454334,0.4288545666
7278.jpg,36,37,38,35,35,39,36,37,37,34,6,73,2.5441708565,6.472805347,-0.0890283554,0.9148196331,0.0851803669
7279.jpg,70,63,71,62,66,62,63,62,65,74,7,85,-9.1422057152,83.5799253386,-0.9879469866,0.3723403265,0.6276596735
7280.jpg,33,37,37,33,36,38,34,37,35,31,5,47,4.4956302643,20.2106914729,-0.428172513,0.6516989786,0.3483010214
7281.jpg,29,31,33,33,32,30,33,35,32,24,3,24,8.0205550194,64.3293028189,-2.7316009793,0.0651149585,0.9348850415
7282.jpg,25,26,27,29,25,24,25,28,26,21,3,18,5.0310168266,25.31113031,-1.390028495,0.2490682073,0.7509317927
7283.jpg,25,29,27,26,26,28,26,27,27,28,6,62,-1.2240178585,1.4982197179,-0.0241663718,0.9761232969,0.0238767031
7284.jpg,28,28,28,28,25,27,25,28,27,23,3,19,3.8718185425,14.9909788259,-0.7973924909,0.4505021223,0.5494978777
7285.jpg,35,35,36,35,36,37,38,36,36,33,5,60,3.057407856,9.3477427977,-0.1545291366,0.856818527,0.143181473
7286.jpg,29,29,33,29,29,31,27,33,30,35,4,36,-5.0861144066,25.8685597568,-0.7104530467,0.4914215101,0.5085784899
7289.jpg,32,23,44,34,37,36,29,33,33,25,4,27,8.3579974175,69.8561208302,-2.5975237808,0.0744577238,0.9255422762
7290.jpg,27,27,28,28,26,28,26,27,27,23,4,27,4.0655007362,16.5282962363,-0.6047754855,0.546197042,0.453802958
7291.jpg,29,28,30,28,32,27,27,30,29,4,1,1,24.7202889919,611.0926878441,-418.2929447151,2.17611724780403E-182,1
7292.jpg,25,24,25,26,26,28,23,26,25,28,5,47,-2.7779877186,7.7172157646,-0.1628104592,0.8497522359,0.1502477641
7293.jpg,28,30,28,30,26,28,27,29,28,33,5,59,-4.7971465588,23.0126151062,-0.391681002,0.6759196966,0.3240803034
7294.jpg,53,53,52,57,55,55,57,58,55,63,6,68,-8.1337795258,66.1583693737,-0.9702295802,0.3789960181,0.6210039819
7295.jpg,39,52,53,35,27,34,41,43,40,26,4,25,14.4582264423,209.0403118576,-8.2776867665,0.0002541244,0.9997458756
7296.jpg,58,57,54,53,54,59,56,49,55,63,7,111,-7.9319777489,62.9162710087,-0.5688432637,0.566179981,0.433820019
7297.jpg,5,5,7,4,6,6,5,7,6,5,1,3,0.6428458095,0.4132507347,-0.1219478376,0.8851945412,0.1148054588
7298.jpg,12,17,14,18,15,19,15,13,15,22,3,16,-6.6682721376,44.4658533016,-2.8119309357,0.0600888526,0.9399111474
7299.jpg,32,35,32,33,31,29,34,30,32,22,4,26,9.9710931778,99.4226991602,-3.8663818114,0.0209339756,0.9790660244
7300.jpg,27,25,25,24,27,25,27,27,26,23,3,19,2.9698650837,8.8200986154,-0.4565281527,0.633479175,0.366520825
7301.jpg,6,4,2,3,3,1,2,2,3,2,1,1,0.8744567186,0.7646745527,-1.2752960489,0.2793482552,0.7206517448
7302.jpg,25,25,28,24,23,27,27,28,26,27,4,30,-1.1347899437,1.2877482163,-0.0423771291,0.9585082311,0.0414917689
7304.jpg,3,3,2,2,5,3,5,2,3,3,1,1,0.1572717726,0.0247344105,-0.0395093901,0.9612609276,0.0387390724
7305.jpg,29,31,27,29,29,26,27,26,28,27,4,35,0.8718011379,0.7600372241,-0.0215546058,0.9786760346,0.0213239654
7306.jpg,25,24,25,23,25,23,23,23,24,28,5,49,-4.298201561,18.4745366588,-0.3785765709,0.6848355306,0.3151644694
7307.jpg,21,26,20,21,22,22,25,25,23,18,3,19,4.8308196068,23.3368180732,-1.2565577331,0.2846321218,0.7153678782
7308.jpg,27,22,26,20,26,24,29,25,25,21,3,17,3.8227241039,14.6132195747,-0.8854266978,0.4125381066,0.5874618934
7309.jpg,17,2,3,5,2,2,4,2,5,3,1,2,1.7413871586,3.0324292363,-1.2343053684,0.2910368556,0.7089631444
7310.jpg,22,23,22,23,22,22,22,24,22,24,4,26,-1.6197354794,2.6235430231,-0.1012723515,0.9036868789,0.0963131211
7311.jpg,36,41,33,38,37,34,37,37,37,37,8,114,-0.2909498215,0.0846517986,-0.0007396674,0.9992606061,0.0007393939
7312.jpg,32,34,35,32,31,36,33,34,33,32,5,43,1.4330077171,2.0535111173,-0.0474810282,0.953628565,0.046371435
7313.jpg,30,41,29,35,32,37,25,36,33,50,7,95,-16.8055841923,282.4276600437,-2.9838052274,0.0505999229,0.9494000771
7314.jpg,28,26,27,28,26,27,26,26,27,28,3,21,-1.3034391403,1.6989535925,-0.0799377318,0.923173829,0.076826171
