Image,Predicted Age1,Predicted Age2,Predicted Age3,Predicted Age4,Predicted Age5,Predicted Age6,Predicted Age7,Predicted Age8,Average,Target_Age,Total_Sigma
6545.jpg,26 ,26 ,22 ,21 ,24 ,19,20 ,22 ,,18,19.2295
6546.jpg,27 ,29 ,27 ,27 ,27 ,28,27 ,26 ,,30,47.3715
6547.jpg,22 ,21 ,24 ,23 ,17 ,23,21 ,22 ,,16,20.9917
6548.jpg,25 ,18 ,23 ,19 ,18 ,19,18 ,15 ,,14,6.0039
6549.jpg,27 ,29 ,32 ,25 ,32 ,40,28 ,33 ,,30,49.7022
6550.jpg,21 ,25 ,12 ,19 ,7 ,22,11 ,11 ,,26,31.7895
6551.jpg,52 ,46 ,53 ,54 ,53 ,55,51 ,52 ,,57,159.8133
6552.jpg,23 ,29 ,27 ,17 ,25 ,23,32 ,18 ,,10,11.4584
6553.jpg,31 ,31 ,30 ,33 ,31 ,31,32 ,31 ,,26,24.072
6554.jpg,26 ,28 ,27 ,29 ,26 ,30,30 ,25 ,,27,37.3864
6555.jpg,52 ,55 ,51 ,48 ,50 ,52,53 ,53 ,,58,31.6357
6556.jpg,8 ,8 ,9 ,13 ,10 ,6,7 ,15 ,,13,4.935
6557.jpg,30 ,35 ,33 ,33 ,32 ,35,31 ,30 ,,32,81.9277
6558.jpg,34 ,22 ,31 ,36 ,27 ,40,40 ,36 ,,9,5.1833
6559.jpg,28 ,31 ,29 ,29 ,28 ,29,26 ,29 ,,25,75.3075
6560.jpg,14 ,16 ,14 ,13 ,14 ,17,16 ,16 ,,22,29.8615
6561.jpg,26 ,30 ,28 ,30 ,31 ,29,26 ,27 ,,25,35.5214
6562.jpg,55 ,54 ,57 ,52 ,51 ,52,53 ,53 ,,59,79.6371
6563.jpg,28 ,31 ,33 ,28 ,28 ,30,28 ,28 ,,23,134.927
6564.jpg,23 ,26 ,25 ,29 ,23 ,26,23 ,26 ,,18,16.0997
6565.jpg,26 ,28 ,26 ,29 ,25 ,25,30 ,26 ,,31,75.2299
6566.jpg,20 ,19 ,22 ,20 ,18 ,18,21 ,18 ,,18,21.9435
6567.jpg,29 ,30 ,25 ,27 ,37 ,29,27 ,35 ,,34,170.4723
6568.jpg,28 ,29 ,34 ,30 ,33 ,29,28 ,33 ,,30,27.9357
6569.jpg,39 ,38 ,28 ,31 ,35 ,32,35 ,34 ,,48,125.3044
6570.jpg,28 ,24 ,17 ,37 ,22 ,23,27 ,23 ,,10,5.4238
6571.jpg,27 ,26 ,26 ,24 ,26 ,28,26 ,30 ,,23,22.0774
6572.jpg,22 ,23 ,23 ,24 ,24 ,23,25 ,22 ,,26,44.4497
6573.jpg,43 ,47 ,42 ,46 ,42 ,46,44 ,46 ,,40,58.6509
6574.jpg,28 ,31 ,29 ,24 ,30 ,33,31 ,32 ,,27,42.8421
6576.jpg,28 ,27 ,28 ,25 ,28 ,28,26 ,28 ,,26,51.2535
6577.jpg,25 ,29 ,21 ,31 ,11 ,27,31 ,18 ,,27,49.1981
6578.jpg,5 ,2 ,3 ,2 ,2 ,2,2 ,3 ,,1,0.2392
6579.jpg,36 ,35 ,32 ,38 ,38 ,37,38 ,37 ,,30,35.8889
6580.jpg,67 ,72 ,70 ,60 ,62 ,65,64 ,69 ,,78,156.1053
6581.jpg,51 ,51 ,52 ,44 ,44 ,51,50 ,47 ,,54,55.4714
6582.jpg,19 ,23 ,20 ,20 ,19 ,21,22 ,20 ,,22,43.8352
6583.jpg,45 ,48 ,51 ,55 ,50 ,52,45 ,53 ,,55,92.4391
6584.jpg,26 ,29 ,23 ,25 ,24 ,26,33 ,38 ,,28,31.6055
6585.jpg,41 ,42 ,40 ,36 ,42 ,40,45 ,42 ,,38,129.385
6586.jpg,43 ,38 ,45 ,37 ,42 ,41,35 ,39 ,,45,64.4654
6587.jpg,13 ,59 ,36 ,10 ,57 ,49,57 ,59 ,,50,10.3739
6588.jpg,31 ,32 ,34 ,28 ,31 ,31,34 ,30 ,,33,98.5488
6589.jpg,26 ,27 ,26 ,24 ,24 ,25,25 ,25 ,,13,13.4515
6590.jpg,27 ,27 ,28 ,25 ,25 ,25,25 ,26 ,,27,25.7823
6591.jpg,27 ,26 ,22 ,24 ,29 ,28,27 ,27 ,,27,67.7576
6592.jpg,21 ,23 ,20 ,22 ,22 ,20,20 ,22 ,,22,22.4221
6593.jpg,24 ,29 ,22 ,24 ,23 ,23,25 ,24 ,,14,20.0158
6594.jpg,32 ,35 ,34 ,34 ,35 ,38,37 ,32 ,,32,70.4484
6595.jpg,21 ,23 ,19 ,19 ,22 ,8,15 ,19 ,,9,8.05
6596.jpg,42 ,38 ,34 ,32 ,32 ,45,30 ,35 ,,48,188.1183
6597.jpg,37 ,36 ,37 ,36 ,35 ,35,38 ,36 ,,35,104.2863
6598.jpg,50 ,57 ,57 ,53 ,54 ,52,57 ,55 ,,53,107.503
6599.jpg,41 ,49 ,39 ,39 ,41 ,43,40 ,43 ,,57,139.2022
6600.jpg,34 ,34 ,34 ,31 ,31 ,34,35 ,31 ,,30,32.9418
6601.jpg,57 ,64 ,59 ,63 ,64 ,65,69 ,64 ,,70,81.8203
6602.jpg,33 ,36 ,37 ,36 ,40 ,41,37 ,36 ,,37,47.1877
6603.jpg,27 ,29 ,29 ,28 ,30 ,29,26 ,28 ,,38,35.9515
6604.jpg,21 ,13 ,8 ,12 ,19 ,31,26 ,21 ,,22,30.5374
6605.jpg,55 ,63 ,65 ,56 ,58 ,58,56 ,59 ,,69,74.6219
6606.jpg,25 ,25 ,30 ,32 ,27 ,22,23 ,32 ,,38,71.9388
6607.jpg,53 ,52 ,53 ,53 ,50 ,55,56 ,52 ,,57,103.3452
6608.jpg,23 ,23 ,24 ,26 ,24 ,21,22 ,26 ,,27,35.7133
6609.jpg,22 ,17 ,17 ,18 ,23 ,22,20 ,22 ,,22,11.2133
6610.jpg,4 ,2 ,2 ,2 ,2 ,4,3 ,2 ,,4,3.4238
6611.jpg,54 ,57 ,51 ,49 ,50 ,52,48 ,50 ,,57,126.3947
6612.jpg,41 ,46 ,47 ,42 ,43 ,48,43 ,42 ,,43,65.9903
6613.jpg,26 ,25 ,28 ,26 ,25 ,31,25 ,26 ,,26,15.0559
6614.jpg,33 ,36 ,35 ,37 ,34 ,31,35 ,35 ,,28,36.935
6615.jpg,25 ,24 ,26 ,25 ,22 ,25,26 ,24 ,,31,48.4497
6616.jpg,25 ,27 ,25 ,26 ,29 ,30,29 ,23 ,,38,87.3215
6617.jpg,29 ,30 ,16 ,28 ,26 ,18,27 ,14 ,,48,37.5632
6618.jpg,16 ,7 ,15 ,10 ,7 ,6,5 ,9 ,,20,178.5725
6619.jpg,36 ,38 ,35 ,36 ,36 ,34,32 ,33 ,,42,63.7618
6620.jpg,26 ,11 ,23 ,20 ,14 ,25,16 ,18 ,,22,50.9861
6621.jpg,45 ,44 ,44 ,44 ,45 ,44,38 ,44 ,,44,41.5512
6622.jpg,30 ,48 ,34 ,39 ,54 ,55,52 ,48 ,,60,41.1524
6623.jpg,28 ,26 ,28 ,28 ,27 ,29,27 ,27 ,,32,56.5166
6624.jpg,24 ,6 ,43 ,66 ,59 ,15,60 ,62 ,,79,64.642
6625.jpg,37 ,38 ,36 ,40 ,37 ,40,39 ,39 ,,48,74.1476
6626.jpg,6 ,6 ,8 ,6 ,8 ,3,6 ,4 ,,3,1.741
6627.jpg,7 ,5 ,5 ,5 ,6 ,4,6 ,4 ,,6,2.8665
6628.jpg,42 ,43 ,40 ,40 ,42 ,40,42 ,44 ,,39,60.5865
6629.jpg,30 ,35 ,29 ,32 ,33 ,33,29 ,31 ,,33,57.3421
6630.jpg,41 ,44 ,40 ,52 ,45 ,52,47 ,42 ,,49,99.2535
6631.jpg,49 ,53 ,51 ,49 ,52 ,50,50 ,49 ,,55,60.0554
6632.jpg,26 ,27 ,27 ,26 ,28 ,30,25 ,28 ,,28,44.1953
6633.jpg,29 ,29 ,26 ,29 ,30 ,26,27 ,29 ,,30,27.4215
6634.jpg,35 ,31 ,36 ,37 ,36 ,36,37 ,31 ,,29,38.5665
6635.jpg,28 ,32 ,32 ,33 ,37 ,29,34 ,28 ,,35,45.0373
6636.jpg,12 ,13 ,24 ,22 ,28 ,10,33 ,14 ,,9,8.9415
6637.jpg,29 ,30 ,35 ,34 ,32 ,32,27 ,31 ,,24,81.6687
6638.jpg,21 ,6 ,6 ,19 ,7 ,3,9 ,6 ,,29,99.0305
6639.jpg,34 ,38 ,31 ,34 ,38 ,36,29 ,32 ,,27,41.9938
6640.jpg,25 ,25 ,23 ,23 ,23 ,25,24 ,26 ,,37,103.574
6641.jpg,13 ,19 ,18 ,8 ,10 ,8,29 ,22 ,,25,33.5457
6642.jpg,23 ,18 ,24 ,15 ,15 ,17,25 ,20 ,,7,5.3795
6643.jpg,43 ,40 ,40 ,31 ,40 ,47,37 ,35 ,,42,121.1151
6644.jpg,55 ,70 ,63 ,59 ,61 ,65,59 ,65 ,,69,112
6645.jpg,26 ,24 ,30 ,23 ,24 ,32,24 ,22 ,,32,71.8448
6646.jpg,25 ,27 ,28 ,25 ,28 ,23,30 ,27 ,,24,30.3324
6647.jpg,30 ,29 ,28 ,31 ,31 ,31,31 ,34 ,,32,27.5266
6648.jpg,36 ,42 ,36 ,39 ,37 ,39,38 ,38 ,,39,53.555
6649.jpg,32 ,36 ,37 ,33 ,31 ,33,40 ,35 ,,33,45.044
6650.jpg,38 ,39 ,36 ,38 ,38 ,38,35 ,38 ,,42,113.8409
6651.jpg,37 ,32 ,31 ,34 ,30 ,30,29 ,32 ,,34,48.2562
6652.jpg,31 ,35 ,35 ,35 ,29 ,37,32 ,33 ,,28,31.4349
6653.jpg,30 ,24 ,24 ,30 ,31 ,27,23 ,22 ,,28,76.3892
6654.jpg,25 ,25 ,29 ,29 ,23 ,28,26 ,32 ,,22,22.8158
6655.jpg,69 ,66 ,68 ,67 ,66 ,66,72 ,70 ,,80,126.687
6656.jpg,38 ,35 ,41 ,42 ,36 ,41,39 ,42 ,,40,38.1328
6657.jpg,28 ,29 ,29 ,33 ,30 ,36,29 ,26 ,,27,63.2798
6658.jpg,38 ,36 ,41 ,34 ,37 ,42,40 ,30 ,,36,80.6627
6659.jpg,30 ,8 ,30 ,35 ,25 ,9,22 ,12 ,,3,0.3006
6660.jpg,32 ,12 ,11 ,13 ,14 ,39,24 ,34 ,,16,25.4492
6661.jpg,5 ,5 ,5 ,6 ,7 ,4,4 ,6 ,,5,2.8033
6662.jpg,46 ,57 ,43 ,55 ,53 ,54,52 ,50 ,,65,63.446
6663.jpg,54 ,55 ,28 ,43 ,52 ,55,41 ,55 ,,44,121.9987
6664.jpg,31 ,33 ,32 ,24 ,39 ,34,23 ,38 ,,38,74.1884
6665.jpg,24 ,10 ,9 ,17 ,9 ,10,8 ,8 ,,10,5.8296
6666.jpg,29 ,30 ,31 ,30 ,28 ,31,31 ,30 ,,31,55.2313
6667.jpg,39 ,42 ,39 ,39 ,38 ,40,41 ,38 ,,33,60.5523
6668.jpg,30 ,37 ,33 ,34 ,31 ,34,36 ,36 ,,38,40.6981
6669.jpg,60 ,59 ,61 ,60 ,59 ,56,61 ,59 ,,63,62.4405
6671.jpg,28 ,30 ,28 ,30 ,28 ,29,27 ,27 ,,26,25.6801
6672.jpg,25 ,29 ,22 ,29 ,24 ,29,28 ,25 ,,25,24.3338
6673.jpg,29 ,34 ,26 ,27 ,20 ,31,16 ,29 ,,30,37.4697
6674.jpg,29 ,29 ,29 ,29 ,28 ,32,29 ,33 ,,29,22.9744
6675.jpg,48 ,49 ,52 ,48 ,50 ,48,47 ,49 ,,49,126.8665
6676.jpg,44 ,52 ,47 ,45 ,52 ,49,45 ,47 ,,54,65.9869
6677.jpg,7 ,6 ,7 ,7 ,8 ,5,7 ,8 ,,7,6.1213
6678.jpg,48 ,48 ,45 ,46 ,47 ,47,47 ,46 ,,47,59.6932
6679.jpg,54 ,57 ,56 ,54 ,55 ,60,55 ,57 ,,57,119.58
6680.jpg,48 ,46 ,42 ,41 ,42 ,42,39 ,45 ,,49,87.9848
6681.jpg,27 ,24 ,23 ,25 ,27 ,27,25 ,25 ,,26,29.1624
6682.jpg,4 ,2 ,2 ,2 ,2 ,2,2 ,2 ,,1,0.4918
6683.jpg,26 ,36 ,63 ,58 ,57 ,45,58 ,34 ,,78,57.5544
6684.jpg,64 ,64 ,63 ,61 ,60 ,64,67 ,63 ,,64,44.9938
6685.jpg,27 ,27 ,28 ,29 ,28 ,26,25 ,30 ,,28,33.0402
6686.jpg,19 ,15 ,15 ,20 ,18 ,17,15 ,22 ,,23,39.2
6687.jpg,39 ,39 ,37 ,36 ,44 ,41,40 ,37 ,,36,39.6713
6688.jpg,35 ,38 ,37 ,42 ,39 ,49,42 ,41 ,,46,101.7909
6689.jpg,52 ,54 ,51 ,56 ,51 ,55,55 ,53 ,,49,71.3033
6690.jpg,44 ,45 ,37 ,38 ,40 ,45,43 ,40 ,,39,132.8389
6691.jpg,50 ,48 ,51 ,47 ,47 ,48,50 ,40 ,,34,70.764
6692.jpg,23 ,24 ,22 ,23 ,25 ,22,23 ,22 ,,24,40.2105
6693.jpg,42 ,45 ,46 ,44 ,43 ,44,41 ,48 ,,45,60.8123
6694.jpg,29 ,24 ,30 ,26 ,29 ,29,30 ,29 ,,23,39.3864
6695.jpg,26 ,27 ,27 ,26 ,27 ,25,26 ,28 ,,25,29.8646
6696.jpg,25 ,25 ,27 ,26 ,22 ,24,26 ,27 ,,39,62.1183
6697.jpg,34 ,36 ,35 ,36 ,37 ,35,36 ,37 ,,40,50.1219
6698.jpg,15 ,26 ,22 ,25 ,23 ,28,15 ,18 ,,8,6.9454
6699.jpg,45 ,47 ,42 ,42 ,47 ,42,42 ,43 ,,46,55.2023
6700.jpg,45 ,47 ,53 ,44 ,47 ,46,48 ,46 ,,62,89.3463
6701.jpg,37 ,38 ,39 ,33 ,47 ,38,34 ,41 ,,39,42.4563
6702.jpg,11 ,9 ,4 ,6 ,7 ,10,5 ,16 ,,5,3.3864
6703.jpg,33 ,34 ,40 ,35 ,31 ,35,31 ,34 ,,41,73.0402
6704.jpg,34 ,34 ,36 ,35 ,30 ,30,29 ,37 ,,36,80.1828
6705.jpg,61 ,66 ,65 ,71 ,68 ,66,63 ,73 ,,80,122.7166
6706.jpg,34 ,36 ,34 ,38 ,37 ,35,36 ,34 ,,32,43.8075
6707.jpg,24 ,27 ,24 ,21 ,20 ,22,23 ,17 ,,11,6.9191
6709.jpg,29 ,31 ,29 ,28 ,30 ,35,28 ,29 ,,25,34.9584
6710.jpg,25 ,25 ,25 ,28 ,26 ,21,29 ,22 ,,15,70.6981
6711.jpg,48 ,45 ,47 ,41 ,42 ,46,47 ,44 ,,38,43.0471
6712.jpg,27 ,32 ,31 ,34 ,34 ,31,35 ,23 ,,34,95.9711
6713.jpg,28 ,25 ,23 ,25 ,25 ,29,20 ,20 ,,34,92.5259
6714.jpg,42 ,37 ,37 ,36 ,42 ,42,41 ,42 ,,44,77.1677
6715.jpg,26 ,31 ,26 ,34 ,28 ,33,26 ,26 ,,30,44.9321
6716.jpg,24 ,18 ,16 ,26 ,25 ,23,23 ,21 ,,25,51.3532
6717.jpg,45 ,45 ,46 ,43 ,45 ,46,45 ,43 ,,49,78.7876
6718.jpg,23 ,29 ,23 ,21 ,22 ,25,23 ,31 ,,26,39.5091
6719.jpg,32 ,32 ,33 ,35 ,33 ,32,35 ,30 ,,30,53.2535
6720.jpg,23 ,25 ,23 ,22 ,21 ,25,25 ,19 ,,30,83.5471
6721.jpg,10 ,11 ,8 ,5 ,5 ,3,7 ,10 ,,7,4.8989
6722.jpg,50 ,50 ,40 ,42 ,52 ,58,43 ,44 ,,52,183.4404
6723.jpg,43 ,49 ,45 ,43 ,54 ,45,42 ,38 ,,27,35.6765
6724.jpg,29 ,31 ,30 ,30 ,30 ,31,30 ,31 ,,32,30.6589
6725.jpg,67 ,68 ,65 ,74 ,69 ,68,71 ,67 ,,79,83.3587
6726.jpg,22 ,22 ,23 ,25 ,18 ,26,11 ,21 ,,18,43.3455
6727.jpg,10 ,5 ,6 ,6 ,57 ,4,5 ,56 ,,80,0
6728.jpg,39 ,40 ,40 ,38 ,41 ,39,40 ,39 ,,35,70.1233
6729.jpg,43 ,45 ,49 ,27 ,44 ,46,43 ,25 ,,54,106.2323
6730.jpg,20 ,21 ,20 ,21 ,20 ,22,21 ,20 ,,29,38.0988
6731.jpg,54 ,56 ,57 ,54 ,56 ,56,53 ,52 ,,63,96.9573
6732.jpg,38 ,42 ,38 ,38 ,34 ,38,40 ,38 ,,35,57.8251
6733.jpg,26 ,14 ,26 ,24 ,11 ,37,23 ,26 ,,40,55.8276
6734.jpg,3 ,3 ,3 ,3 ,4 ,3,4 ,4 ,,4,2.0599
6735.jpg,31 ,31 ,32 ,28 ,32 ,32,34 ,31 ,,29,24.3009
6736.jpg,3 ,4 ,4 ,1 ,3 ,3,4 ,4 ,,6,3.2689
6737.jpg,36 ,36 ,38 ,36 ,34 ,41,41 ,40 ,,36,57.1388
6738.jpg,45 ,46 ,39 ,44 ,44 ,46,45 ,45 ,,43,58.4405
6739.jpg,55 ,54 ,57 ,53 ,56 ,55,51 ,61 ,,64,91.6765
6740.jpg,28 ,26 ,27 ,30 ,25 ,26,26 ,27 ,,22,27.0042
6741.jpg,29 ,23 ,27 ,28 ,29 ,28,29 ,26 ,,26,77.7226
6742.jpg,34 ,41 ,6 ,39 ,45 ,44,53 ,6 ,,26,41.5139
6743.jpg,21 ,22 ,24 ,20 ,23 ,22,20 ,20 ,,17,18.2264
6744.jpg,25 ,20 ,27 ,24 ,21 ,21,6 ,16 ,,49,32.6496
6745.jpg,66 ,70 ,65 ,66 ,68 ,65,66 ,69 ,,71,75.7423
6746.jpg,77 ,78 ,79 ,77 ,77 ,78,77 ,79 ,,82,82.7479
6747.jpg,23 ,19 ,17 ,20 ,17 ,18,18 ,18 ,,11,13.0125
6748.jpg,29 ,31 ,33 ,25 ,28 ,27,26 ,29 ,,41,56.8941
6749.jpg,57 ,59 ,56 ,62 ,60 ,62,61 ,59 ,,62,52.0973
6750.jpg,28 ,27 ,29 ,30 ,29 ,29,34 ,29 ,,23,27.6565
6751.jpg,22 ,24 ,26 ,22 ,23 ,22,22 ,23 ,,22,23.7562
6752.jpg,22 ,19 ,21 ,21 ,21 ,26,20 ,20 ,,18,25.8787
6753.jpg,13 ,19 ,18 ,20 ,11 ,19,23 ,15 ,,21,38.7403
6754.jpg,38 ,38 ,37 ,39 ,36 ,36,38 ,37 ,,40,51.1759
6755.jpg,53 ,50 ,47 ,53 ,49 ,51,53 ,50 ,,47,102.9191
6756.jpg,40 ,59 ,52 ,56 ,56 ,43,55 ,58 ,,70,158.32
6757.jpg,51 ,49 ,44 ,50 ,34 ,46,49 ,47 ,,56,81.1782
6758.jpg,24 ,17 ,21 ,22 ,22 ,21,21 ,21 ,,19,57.5569
6759.jpg,32 ,38 ,40 ,39 ,32 ,38,28 ,36 ,,41,46.3892
6760.jpg,45 ,47 ,40 ,48 ,22 ,52,44 ,54 ,,62,62.2275
6761.jpg,24 ,30 ,29 ,27 ,26 ,29,27 ,29 ,,27,24.2271
6762.jpg,30 ,37 ,35 ,32 ,31 ,29,30 ,33 ,,44,140.2682
6763.jpg,13 ,5 ,3 ,3 ,5 ,4,4 ,4 ,,4,3.5371
6764.jpg,51 ,52 ,52 ,51 ,48 ,53,55 ,49 ,,58,76.2562
6765.jpg,73 ,76 ,74 ,74 ,78 ,72,69 ,75 ,,80,115.4477
6766.jpg,38 ,45 ,49 ,40 ,41 ,46,41 ,43 ,,52,138.9418
6767.jpg,38 ,27 ,29 ,24 ,24 ,29,21 ,24 ,,36,79.608
6768.jpg,16 ,26 ,23 ,18 ,19 ,20,22 ,26 ,,8,8.48
6769.jpg,30 ,29 ,29 ,30 ,30 ,32,29 ,29 ,,31,26.8712
6770.jpg,52 ,54 ,50 ,39 ,53 ,50,47 ,54 ,,66,37.0957
6771.jpg,10 ,5 ,3 ,8 ,3 ,3,3 ,4 ,,6,5.5569
6772.jpg,51 ,49 ,46 ,48 ,50 ,52,55 ,52 ,,57,99.6397
6773.jpg,30 ,20 ,22 ,38 ,39 ,11,36 ,32 ,,12,4.4997
6774.jpg,29 ,33 ,31 ,30 ,30 ,33,27 ,31 ,,31,52.3302
6775.jpg,23 ,25 ,26 ,25 ,27 ,25,26 ,27 ,,30,26.6092
6776.jpg,7 ,6 ,7 ,4 ,6 ,6,5 ,5 ,,9,6.2001
6777.jpg,6 ,9 ,12 ,9 ,7 ,11,7 ,6 ,,6,3.1585
6778.jpg,20 ,18 ,26 ,20 ,25 ,23,21 ,24 ,,19,40.0443
6779.jpg,23 ,23 ,25 ,23 ,23 ,24,24 ,21 ,,18,20.6759
6780.jpg,20 ,8 ,11 ,25 ,10 ,11,13 ,31 ,,4,3.403
6781.jpg,32 ,15 ,25 ,26 ,23 ,23,29 ,28 ,,16,10.1381
6782.jpg,26 ,26 ,29 ,32 ,29 ,30,21 ,31 ,,28,30.6496
6783.jpg,54 ,55 ,56 ,55 ,57 ,57,56 ,52 ,,69,84.2901
6784.jpg,13 ,16 ,11 ,6 ,7 ,9,7 ,10 ,,3,3.2295
6785.jpg,5 ,6 ,5 ,5 ,5 ,4,6 ,5 ,,5,2.162
6786.jpg,54 ,55 ,49 ,50 ,52 ,48,50 ,52 ,,56,97.5471
6787.jpg,20 ,13 ,28 ,14 ,22 ,13,17 ,20 ,,18,26.8488
6788.jpg,54 ,50 ,49 ,52 ,50 ,46,55 ,54 ,,63,81.3202
6789.jpg,60 ,61 ,61 ,61 ,43 ,55,29 ,34 ,,73,109.2702
6790.jpg,26 ,15 ,17 ,16 ,21 ,13,17 ,16 ,,7,3.3
6791.jpg,35 ,36 ,36 ,38 ,39 ,36,35 ,40 ,,38,61.0888
6792.jpg,26 ,21 ,26 ,28 ,24 ,22,25 ,29 ,,32,71.6055
6794.jpg,24 ,29 ,31 ,24 ,24 ,29,21 ,26 ,,27,30.1842
6795.jpg,5 ,4 ,4 ,5 ,7 ,5,4 ,4 ,,3,1.4687
6796.jpg,33 ,30 ,31 ,29 ,31 ,34,31 ,30 ,,31,25.8688
6797.jpg,29 ,33 ,30 ,33 ,34 ,33,32 ,30 ,,33,111.7896
6798.jpg,51 ,55 ,53 ,57 ,54 ,53,54 ,55 ,,51,61.3864
6799.jpg,21 ,5 ,6 ,2 ,6 ,10,4 ,10 ,,5,4.5208
6800.jpg,24 ,25 ,27 ,26 ,26 ,26,23 ,26 ,,16,10.4339
6801.jpg,28 ,32 ,27 ,28 ,32 ,28,28 ,32 ,,40,123.2388
6802.jpg,48 ,48 ,50 ,52 ,46 ,49,51 ,48 ,,57,71.8407
6803.jpg,33 ,34 ,37 ,37 ,35 ,39,34 ,35 ,,42,78.7403
6804.jpg,20 ,10 ,10 ,15 ,8 ,15,9 ,10 ,,8,9.6524
6805.jpg,5 ,5 ,3 ,4 ,5 ,4,5 ,5 ,,4,2.6377
6806.jpg,33 ,34 ,32 ,36 ,32 ,34,30 ,32 ,,34,33.3033
6807.jpg,14 ,16 ,33 ,18 ,26 ,11,25 ,17 ,,18,25.8067
6808.jpg,39 ,39 ,35 ,35 ,37 ,36,38 ,36 ,,38,78.2722
6809.jpg,11 ,41 ,7 ,15 ,14 ,4,3 ,11 ,,11,4.9967
6810.jpg,28 ,38 ,26 ,26 ,28 ,28,30 ,27 ,,29,20.0665
6811.jpg,27 ,31 ,34 ,36 ,27 ,25,23 ,29 ,,26,1.8232
6812.jpg,4 ,4 ,2 ,4 ,3 ,3,4 ,3 ,,3,0.859
6813.jpg,21 ,23 ,21 ,21 ,21 ,22,24 ,24 ,,25,42.7524
6814.jpg,25 ,25 ,23 ,22 ,24 ,24,22 ,23 ,,32,101.6594
6815.jpg,28 ,28 ,32 ,29 ,25 ,27,28 ,28 ,,24,27.9612
6817.jpg,26 ,23 ,26 ,24 ,26 ,28,25 ,24 ,,24,51.4004
6818.jpg,36 ,38 ,38 ,41 ,36 ,44,46 ,40 ,,38,61.3296
6819.jpg,3 ,1 ,2 ,1 ,1 ,1,2 ,2 ,,3,1.8067
6820.jpg,25 ,24 ,22 ,22 ,24 ,23,23 ,25 ,,23,35.7396
6821.jpg,31 ,32 ,36 ,28 ,39 ,40,33 ,35 ,,50,59.8448
6822.jpg,39 ,40 ,39 ,36 ,35 ,39,38 ,37 ,,37,42.9928
6823.jpg,2 ,1 ,1 ,2 ,1 ,2,1 ,1 ,,2,0.8269
6824.jpg,16 ,30 ,29 ,19 ,18 ,26,17 ,22 ,,26,43.5956
6825.jpg,28 ,50 ,8 ,42 ,43 ,50,44 ,26 ,,28,99.5845
6826.jpg,44 ,47 ,40 ,42 ,44 ,45,44 ,44 ,,49,59.7896
6827.jpg,25 ,26 ,25 ,23 ,23 ,24,24 ,23 ,,29,51.3463
6828.jpg,31 ,31 ,33 ,32 ,32 ,31,31 ,33 ,,35,44.1565
6829.jpg,32 ,32 ,40 ,30 ,29 ,30,30 ,34 ,,28,44.3061
6830.jpg,31 ,30 ,31 ,32 ,35 ,30,31 ,33 ,,26,12.7022
6831.jpg,17 ,18 ,17 ,16 ,18 ,17,16 ,16 ,,17,22.5
6832.jpg,24 ,42 ,37 ,29 ,42 ,37,35 ,31 ,,34,67.2347
6833.jpg,23 ,47 ,35 ,39 ,30 ,29,32 ,32 ,,8,18.2906
6834.jpg,34 ,32 ,23 ,23 ,36 ,31,33 ,29 ,,36,69.3517
6835.jpg,22 ,22 ,30 ,26 ,23 ,29,12 ,30 ,,24,42.6482
6836.jpg,5 ,6 ,5 ,7 ,5 ,7,5 ,4 ,,28,39.4241
6837.jpg,26 ,11 ,26 ,30 ,26 ,30,28 ,29 ,,12,11.3133
6838.jpg,41 ,41 ,40 ,40 ,41 ,42,38 ,41 ,,43,48.7521
6839.jpg,32 ,32 ,33 ,20 ,51 ,37,13 ,13 ,,4,2.7561
6840.jpg,37 ,39 ,37 ,39 ,39 ,40,38 ,39 ,,38,51.4188
6841.jpg,41 ,41 ,51 ,25 ,26 ,44,51 ,47 ,,29,56.1183
6842.jpg,26 ,28 ,27 ,31 ,35 ,31,29 ,28 ,,34,97.4911
6843.jpg,41 ,46 ,43 ,49 ,36 ,45,45 ,45 ,,49,110.5352
6844.jpg,25 ,22 ,17 ,29 ,18 ,8,8 ,14 ,,61,141.1759
6845.jpg,66 ,61 ,66 ,67 ,62 ,67,65 ,71 ,,75,58.1496
6846.jpg,48 ,47 ,49 ,45 ,47 ,46,50 ,48 ,,50,67.7742
6847.jpg,33 ,36 ,41 ,33 ,38 ,38,38 ,38 ,,42,78.6828
6848.jpg,6 ,4 ,2 ,5 ,5 ,3,2 ,5 ,,5,4.5759
6849.jpg,25 ,24 ,24 ,24 ,21 ,28,25 ,23 ,,25,90.764
6850.jpg,33 ,35 ,34 ,36 ,29 ,38,37 ,36 ,,33,87.2022
6851.jpg,23 ,22 ,20 ,22 ,21 ,19,22 ,21 ,,22,20.3419
6852.jpg,29 ,27 ,27 ,23 ,33 ,34,32 ,28 ,,15,40.2682
6853.jpg,31 ,20 ,20 ,30 ,19 ,30,15 ,19 ,,13,16.5347
6854.jpg,26 ,30 ,29 ,30 ,31 ,31,29 ,27 ,,32,45.9645
6855.jpg,32 ,4 ,42 ,33 ,37 ,33,37 ,20 ,,31,31.1269
6856.jpg,34 ,32 ,33 ,34 ,33 ,35,35 ,34 ,,33,47.9591
6857.jpg,37 ,60 ,38 ,53 ,33 ,57,55 ,52 ,,69,100.2525
6858.jpg,28 ,23 ,35 ,36 ,36 ,39,19 ,7 ,,22,55.1584
